tags
"Brianna Lawson & Katricia ""Pooh"" Bordeaux"
Brianna Lawson/Curtis Brinkley
Brigan & Hanna (Graceling Realm)
Brigan/Fire
Brigan/Fire (Graceling Realm)
Brigan/Fire (Seven Kingdoms Trilogy)
Bruce Banner/Betty Ross
Bruno Carrelli & Kamala Khan
Calcifer & Howl Pendragon
Calcifer & Howl Pendragon & Sophie Hatter
Calcifer & Sophie Hatter
Calcifer & Sophie Hatter & Howl Pendragon
Calcifer/Prince Justin|Turnip Head
Carol Danvers & Kamala Khan
Carol Danvers & Rogue
Carol Danvers/Kamala Khan
Cassian Andor/Jyn Erso
Cato/Clove
Cato/Clove (Hunger Games)
Cato/Katniss Everdeen
Cato/Peeta Mellark
Celia Bowen/Marco (Night Circus)
Charles Xavier/Original Female Character
Charlie & Patrick (Perks of Being a Wallflower)
Charlie & Sam (Perks of Being a Wallflower)
Charlie/Candace
Charlie/Patrick
Charlie/Patrick (Perks of Being a Wallflower)
Charlie/Patrick/Sam (Perks of Being a Wallflower)
Charlie/Sam
Charlie/Sam (Perks of Being a Wallflower)
Chuck Hansen/Herc Hansen
Chuck Hansen/Mako Mori
Chuck Hansen/Original Female Character(s)
Ché/Jane 57821/Zen
Cindi Mayweather/Alicia Way
Cindi Mayweather/Anthony Greendown
Cinna/Finnick Odair
Cinna/Katniss Everdeen
Claire & Allison Hargreeves
Clara/Fire (Graceling Realm)
Clint Barton/Bobbi Morse
Clove/Glimmer
Clove/Katniss Everdeen
Cressida & Johanna Mason
Cressida/Johanna Mason
Curtis Brinkley and Sister Daniels
"Curtis Brinkley/Brianna ""Bri"" Lawson"
Czernobog & Shadow Moon
Daken Akihiro & Logan
Daken Akihiro/Johnny Storm
Damien Moreau/Eliot Spencer
Darcy Lewis & Tony Stark
Dave & Klaus Hargreeves
Dave & Original Character(s)
Dave & Original Male Character(s)
Dave/Klaus Hargreeves
Dave/Klaus Hargreeves (mentioned)
Dean Winchester & Shadow Moon
Dean/Castiel
Death (Book Thief) & Obi-Wan Kenobi
Delly Cartwright/Thresh
Diego Hargreeves & Grace Hargreeves
Diego Hargreeves & Klaus Hargreeves
Diego Hargreeves & Vanya Hargreeves
Diego Hargreeves/Eudora Patch
Diego Hargreeves/Klaus Hargreeves
Diego Hargreeves/Reader
Diego Hargreeves/Vanya Hargreeves
Dominic De Luca/Verity Price
Door/Richard Mayhew
Drill/Hardbroom (Worst Witch)
Drill/Hempnettle (Worst Witch)
Drill/Julie Hubble
Easter/Dream
Easter/Media (American Gods)
Eitz (Broken Earth)/Schaffa Guardian Warrant
Elias Ross/Vincent Dysangco Walters
Elida & Isaac
Elida (Eldaya) Al-Feyr/Amae Rali
Elida Al-Feyer/Amae Rali
Elida Al-Feyr/Amae Rali
Elida al-Feyr - Relationship
Elida/Amae
Elissa Jayden/Jared Harrington
Erik Killmonger/Reader
Erik Lehnsherr/Raven | Mystique
Eventually - Relationship
Evil Queen | Regina Mills/Emma Swan
Fester Addams/Debbie Jellinsky
Finnick Odair/People he doesn't really want to be with
Fire & Cansrel
Fire & Hanna
Fire & Hanna (Graceling Realm)
Fire & Hanna (Seven Kingdoms Trilogy)
Fire & OMC
Fire/Archer
Fire/Brigan
Fire/Female OC
Fire/Liddy (Graceling Realm)
Fire/Liddy (Seven Kingdoms Trilogy)
Fire/OC
Fire/OFC
Five/Diego
Five/Vanya
Ford Prefect & Arthur Dent
Ford Prefect/Arthur Dent
Foxface/Johanna Mason
Friendship - Relationship
Gabe & Jonas (The Giver)
Gale Hawthorne & Posy Hawthorne
Gale Hawthorne/Finnick Odair
Gale Hawthorne/Katniss Everdeen/Peeta Mellark
Gale Hawthorne/Leevy
Gale Hawthorne/Madge Undersee
Gale Hawthorne/Peeta Mellark
Gemma Doyle/Felicity Worthington
Gemma Doyle/Kartik
Gemma/Felicity
Georgia Mason/Shaun Mason
Girl in Black Shirt/Girl in Yin Yang Shirt
Girl in Black Shirt/Girl in Ying Yang Shirt
Giver/Jonas
Gomez Addams/Morticia Addams
Grace Hargreeves & Everyone
Grace Hargreeves & Klaus Hargreeves
Grace Hargreeves & Vanya Hargreeves
Haku | Nigihayami Kohakunushi/Ogino Chihiro
Hank McCoy/Ororo Munroe
Hanna & OMC
Hannibal Chau/Newton Geiszler
Hardbroom (Worst Witch)/Jennifer Honey
Hardbroom/Julie Hubble
Hardbroom/Pentangle (Worst Witch)
Hava & Bellamew
Hava/Saf
Haymitch Abernathy & Effie Trinket
Haymitch Abernathy & Johanna Mason
Haymitch Abernathy & Katniss Everdeen
Haymitch Abernathy/Effie Trinket
Haymitch Abernathy/Johanna Mason
Haymitch Abernathy/Katniss Everdeen
Hector Bowen & Alexander H-
Henri LeBeau & Darcy Lewis
Henri LeBeau & Remy LeBeau
Herc Hansen/Stacker Pentecost
Hermann Gottlieb & Mako Mori
Hermes/Original Female Character
Hermione Granger/Shuri (Marvel)
Hinata/Tsukiko
Hinata/Tsukiko (The Night Circus)
Howl Pendragon & You
Howl Pendragon/Reader
Howl Pendragon/Sophie Hatter
Howl Pendragon/Willy Wonka
Howl Pendragon/Witch of the Waste
Howl Pendragon/You
Howl pendragon x reader
Howl x reader
Howl/Sophie
Hunter (Neverwhere)/Serpentine (Neverwhere)
Hunter/Door
Hunter/Lamia
Hunter/Selene
Hunter/Serpentine
Ifrit (American Gods)/Salim (American Gods)
Isaac Stelling - Relationship
Isaac/Hannah
"James ""Bucky"" Barnes & Reader"
"James ""Bucky"" Barnes & Shuri"
"James ""Bucky"" Barnes & T'Challa"
"James ""Bucky"" Barnes/Reader"
"James ""Bucky"" Barnes/Steve Rogers"
"James ""Bucky"" Barnes/T'Challa"
James 'Bucky' Barnes/T'Challa
James Junior (Homegoing) & Abena (Homegoing)
James Junior (Homegoing) & Original Non-Human Character
Jane Foster & Darcy Lewis
Jane/Zen
Jane/Zen (Dirty Computer)
Janelle Monae/Badoula Oblongata
Janelle Monay/Mary
Jean Grey/Scott Summers
Jennifer Honey & Matilda Wormwood
Jennifer Honey/Original Female Character(s)
Jessica Bartram/Bangkok-girl
Jillian Holtzmann/Reza Villalobos
Johanna Mason & Finnick Odair
Johanna Mason/Finnick Odair
Jonas & The Giver
Jonas (The Giver)/Rosemary
Jonas/Gabriel
Jonas/Giver
Jonas/The Giver
Joshua Archer/Adam Eddington
Kai Arviso/Maggie Hoskie
Kali Cutter/Adam Eddington
Kamala & Bruno
Kamala Khan & Loki
Kamala Khan & Miles Morales
Kamala Khan & Muneeba Khan
Kamala Khan/Original Male Character(s)
Kartik/Simon Middleton
Kate Murry/Louise Colubra
Katniss Everdeen & Johanna Mason
Katniss Everdeen & Peeta Mellark
Katniss Everdeen/Cinna
Katniss Everdeen/Finnick Odair
Katniss Everdeen/Gale Hawthorne
Katniss Everdeen/Gale Hawthorne/Peeta Mellark
Katniss Everdeen/Johanna Mason
Katniss Everdeen/Madge Undersee
Katniss Everdeen/Peeta Mellark
Katniss Everdeen/Peeta Mellark (past)
Katniss Everdeen/Peeta Mellark/Finnick Odair
Katniss Everdeen/Primrose Everdeen
Katniss Everdeen/Thom
Katniss/Peeta
Katsa/Po
Katsa/Po (Graceling)
Katsa/Po (Seven Kingdoms Trilogy)
Katsa/Po | Greening Grandemalion
Klaus Hargreeves & Everyone
Klaus Hargreeves & Luther Hargreeves
Klaus Hargreeves & Original Character(s)
Klaus Hargreeves & Original Male Character(s)
Klaus Hargreeves & Vanya Hargreeves
Klaus Hargreeves/Ben Hargreeves
Klaus Hargreeves/Dave Katz (mentioned)
"Klaus Hargreeves/David ""Dave"" Katz"
Kylo Ren & Rey
Kylo Ren/Rey
Laura Kinney/Jubilation Lee
Laura Moon/Shadow Moon
Liesel Meminger & Max Vandenburg
Liesel Meminger/Rudy Steiner
Lisa Braeden/Dean Winchester
Logan (X-Men)/Kitty Pryde
Logan/Ororo Munroe
Logan/Rogue (X-Men)
Loki/Thor
Lovelace/Jenks
Low-Key Lyesmith/Other
Lucy Gray Baird/Corliolanus Snow
Luther Hargreeves & Everyone
Luther Hargreeves & The Hargreeves
Luther Hargreeves & Vanya Hargreeves
M'Baku/Ramonda (Marvel)
Mad Sweeney (American Gods)/Original Character(s)
Mad Sweeney (American Gods)/Original Female Character(s)
Mad Sweeney (American Gods)/Reader
Mad Sweeney (American Gods)/You
Mad Sweeney/Eorann (American Gods)
Mad Sweeney/Reader
Mad Sweeney/Shadow Moon
Mad Sweeney/You
Madge Undersee & Posy Hawthorne
Mako Mori & Amara Namani
Mako Mori & Jake Pentecost
Mako Mori & Jake Pentecost & Amara Namani
Mako Mori & Stacker Pentecost
Malaya Dysangco Walters & Vincent Dysangco Walters
Manhattan/New York
Marco Alisdair & Alexander H-
Marco Alisdair/Celia Bowen
Maria Dysangco/Elliot Walters
Marisa Salcedo/Marin Grundy
Markl & Howl Pendragon
Marquis de Carabas & Richard Mayhew
Marquis de Carabas/Richard Mayhew
Mary Dowd/Sarah Rees-Toome
Matilda Wormwood/Jennifer Honey
Meg Murry O'Keefe & Calvin O'Keefe
Meg Murry O'Keefe/Calvin O'Keefe
Meg Murry/Calvin O'Keefe
Michael Burnham/Sylvia Tilly
Michael Fisher/Martha Hatter
Minor or Background Relationship(s)
Mr. Croup/Mr. Vandemar
Mr. Ibis/Mr. Jacquel (American Gods)
Mr. Quinn/Eliot Spencer
Mr. Wednesday/Zorya Vechernyaya
Nash/Mila (Fire)
Nassun/Schaffa Guardian Warrant
Natasha Romanov/Original Male Character
Natasha Romanov/T'Challa
Natasha Romanov/W'Kabi
Natasha romanov/m'kathu
Nate Lambert/Jake Pentecost
Neal Caffrey & Parker
Newton Geiszler & Hermann Gottlieb
Newton Geiszler & Mako Mori
Newton Geiszler/Hermann Gottlieb
Night's Bridge
Nkoririko89/OrchidVenom3
"Nobody ""Bod"" Owens/Undisclosed"
Number Five | The Boy & Allison & Ben & Diego & Klaus & Luther & Vanya
Number Five | The Boy & Allison Hargreeves
Number Five | The Boy & Ben Hargreeves
Number Five | The Boy & Diego Hargreeves
Number Five | The Boy & Everyone
Number Five | The Boy & Grace Hargreeves
Number Five | The Boy & Harry Potter
Number Five | The Boy & Klaus Hargreeves
Number Five | The Boy & Klaus Hargreeves & Luther Hargreeves
Number Five | The Boy & Luther Hargreeves
Number Five | The Boy & Number Five | The Boy
Number Five | The Boy & The Hargreeves
Number Five | The Boy & The Hargreeves (Umbrella Academy)
Number Five | The Boy & Vanya Hargreeves
Number Five | The Boy (Umbrella Academy) & Reader
Number Five | The Boy (Umbrella Academy)/Reader
Number Five | The Boy/Harry Potter
Number Five | The Boy/Insanity
Number Five | The Boy/Vanya Hargreeves
OMC & Cansrel
OMC/OMC
Odesta - Relationship
Ohan/Sissix Seshkethet
Ohene (Homegoing)/Abena (Homegoing)
Ohene (Homegoing)/Original Non-Human Character
Original Character & Original Character
Original Character/Original Character
Original Child Character(s) & Original Non-Human Character
Original Female Character/Original Male Character
Original Male Character & Original Male Character
Original Male Character/Original Male Character
Original Non-Human Character/Original Non-Human Character
Ororo Munroe/Shuri
Other Relationship Tags to Be Added
Parker & Eliot Spencer
Parker & Eliot Spencer & Alec Hardison
Patrick & Sam (Perks of Being a Wallflower)
Peeta Mellark & Effie Trinket
Peeta Mellark/Finnick Odair
Peeta Mellark/Gale Hawthorne
Peeta Mellark/Katniss Everdeen
Peeta Mellark/Other(s)
Peeta/Katniss
Pepper Potts/Tony Stark
Peter Parker/Shuri
Pippa Cross/Felicity Worthington
Poppet/Bailey/Widget
Primrose Everdeen/Rory Hawthorne
Primrose Everdeen/Rue
Prince Justin | Turnip Head/Howl Pendragon
Protective Brother - Relationship
Rachel Faucette & James Hamilton
Rachel Faucette & Thomas Stevens
Rachel Faucette/James Hamilton
Raffin/Bann
Raffin/Skye
Raleigh Becket & Hermann Gottlieb
Raleigh Becket & Jake Pentecost
Raleigh Becket & Mako Mori
Raleigh Becket & Newton Geiszler
Raleigh Becket & Newton Geiszler & Hermann Gottlieb & Mako Mori
Raleigh Becket & Tendo Choi
Raleigh Becket/Chuck Hansen
Raleigh Becket/Chuck Hansen/Mako Mori
Raleigh Becket/Elissa Jayden
Raleigh Becket/Mako Mori
Raleigh Becket/Newton Geiszler/Hermann Gottlieb/Mako Mori
Raleigh Becket/Original Female Character
Raleigh Becket/Yancy Becket
Raleigh Becket/Yancy Becket/Mako Mori
Raleigh Beckett/Mako Mori (mentioned)
Ramonda/T'Chaka (Marvel)
Remy LeBeau/Darcy Lewis
Remy LeBeau/Logan (X-Men)
Remy LeBeau/Logan (X-Men)/Rogue
Remy LeBeau/Rogue
Remy Lebeau & Rogue
Rey & Ben Solo
Rey & Ben Solo | Kylo Ren
Rey/Ben Solo | Kylo Ren
Rob Austin & Vicky Austin
Roen/Aliss
Roen/Aliss/Brocker
Roen/Brocker
Rogue/Carol Danvers/Kamala Khan
Rogue/Kurt Wagner
Rosa Hubermann & Max Vandenburg
Rosemary & The Giver
Rosemary (The Giver)/Fiona (The Giver)
Rosemary Harper/Sissix Seshkethet
Rémy x Reader
Saf | Sapphire Birch & Teddy | Teddren (Graceling Realm)
Saf/Skye
Saf/Teddy
Saf/Teddy (Seven Kingdoms Trilogy)
Salim/Ifrit
Sarah Zellaby/Arthur Harrington
Schaffa/Eitz
Shadow Moon & Mad Sweeney
Shadow Moon (American Gods) & Dean Winchester
Shadow Moon (American Gods)/Dean Winchester
Shadow Moon/Mad Sweeney (American Gods)
Shadow Moon/Mr. Wednesday (American Gods)
Shadow Moon/Zorya Polunochnaya
Shuri & T'Challa (Marvel)
Sibling Fluff - Relationship
Sissix/Rosemary Harper
Sissy Cooper/Vanya Hargreeves
Skye/Saf
Slight Finnick Odair/Annie Cresta
Slight Katniss Everdeen/Peeta Mellark
Sophie Devereaux/Nathan Ford
Sophie Hatter & Howl Pendragon
Sophie Hatter & Markl (Howl no Ugoku Shiro)
Sophie Hatter/Howl
Sophie Hatter/Howl Pendragon
Sophie Hatter/Howl Pendragon/Prince Justin | Turnip Head
Sophie Hatter/Prince Justin
Sophie Hatter/Prince Justin | Turnip Head
Sophie Hatter/Prince Justin | Turnip Head/Howl Pendragon
Steve Rogers & T'Challa
Steve Rogers/Natasha Romanov
T'Challa (Marvel)/Reader
T'Challa / Reader
T'Challa/ Reader
T'Challa/Reader
Team Leverage & Team Leverage
Teddy/Bren/Tilda
The Giver/Jonas
The Hargreeves Family
The Jinn | Ifrit/Salim (American Gods)
The Kraken / The Boy
"Tony Stark & James ""Rhodey"" Rhodes"
Tony Stark & Maria Stark
Tony Stark/T'Challa
Vagrant Queen - Relationship
Valerie Frizzle & Jennifer Honey
Valerie Frizzle/Jennifer Honey
Vanya Hargreeves & Everyone
Vanya Hargreeves & Number Five
Vanya Hargreeves & Original Character(s)
Vanya Hargreeves & The Hargreeves
Vanya Hargreeves/OFC
Vanya Hargreeves/Original Female Character(s)
Vicky Austin/Adam Eddington
Vicky Austin/Kali Cutter/Adam Eddington
Vincent Dysangco Walters/Elias Ross
Walter Kugler & Max Vandenburg
Walter Kugler/ Max Vandenburg
Wednesday Addams & Morticia Addams
Wednesday Addams/Joel Glicker
Wednesday Addams/Lucas Beineke
Wednesday Addams/Original Female Character(s)
Wednesday Addams/Reader
Winslow Houndstooth/Hero Shackleby
Yancy Becket/Mako Mori
Zaphod Beeblebrox/Arthur Dent
Zaphod Beeblebrox/Ford Prefect
Zaphod Beeblebrox/Trillian
allison hargreeves/luther hargreeves (mentioned)
anniss - Relationship
as in blink and you'll miss it
background Kate Murry/Alex Murry
bitterblue&skye
everlark - Relationship
five x vanya
fuego - Relationship
hayffie - Relationship
implied!Saf/Teddy
klaus hargreeves & ben hargreeves
mad sweeney x reader
mention of Felicity/Pippa
nan
odark - Relationship
sort of - Relationship
t'challa X reader
